state_newspaper,newspaper,member,year,newspaper_bias,n_endorsements
AL,BIRMINGHAM NEWS,100101,2000,-.7789096875484883,15
AL,BIRMINGHAM NEWS,100101,2002,-.763510156187257,13
AL,BIRMINGHAM NEWS,100101,2004,-.7481106248260255,6
AL,BIRMINGHAM NEWS,100101,2006,-.7327110934647942,10
AL,BIRMINGHAM NEWS,100101,2008,-.7173115621035626,1
AL,BIRMINGHAM NEWS,100101,2010,-.7019120307423313,1
AL,BIRMINGHAM NEWS,100101,2016,-.6557134366586375,1
AL,DECATUR DAILY,100150,2006,.9346513044540125,8
AL,DECATUR DAILY,100150,2008,1.04621031589429,1
AL,DECATUR DAILY,100150,2010,1.157769327334566,1
AL,DECATUR DAILY,100150,2012,1.269328338774844,1
AL,FLORENCE TIMES DAILY,100250,1984,-2.001389226873029,1
AL,FLORENCE TIMES DAILY,100250,2002,-.2663271102168988,14
AL,FLORENCE TIMES DAILY,100250,2004,-.0735424305884395,1
AL,FLORENCE TIMES DAILY,100250,2006,.1192422490400199,9
AL,FLORENCE TIMES DAILY,100250,2008,.3120269286684784,1
AL,FLORENCE TIMES DAILY,100250,2012,.6975962879253962,1
AL,GADSDEN TIMES,100300,2004,-.572979158651883,1
AL,GADSDEN TIMES,100300,2006,-.8533328733382262,10
AL,GADSDEN TIMES,100300,2008,-1.133686588024569,1
AL,HUNTSVILLE TIMES,100350,1994,-.2919589534058803,13
AL,HUNTSVILLE TIMES,100350,1998,-.1486790738229175,12
AL,HUNTSVILLE TIMES,100350,2002,-.0053991942399546,13
AL,HUNTSVILLE TIMES,100350,2006,.1378806853430082,18
AL,MOBILE REGISTER,100400,1972,-1.049211813096955,1
AL,MOBILE REGISTER,100400,1976,-1.032130899076566,1
AL,MOBILE REGISTER,100400,1980,-1.015049985056176,1
AL,MOBILE REGISTER,100400,1984,-.9979690710357864,1
AL,MOBILE REGISTER,100400,1988,-.9808881570153966,1
AL,MOBILE REGISTER,100400,1992,-.9638072429950069,1
AL,MOBILE REGISTER,100400,1994,-.955266785984812,12
AL,MOBILE REGISTER,100400,1996,-.9467263289746172,8
AL,MOBILE REGISTER,100400,1998,-.9381858719644223,8
AL,MOBILE REGISTER,100400,2000,-.9296454149542275,7
AL,MOBILE REGISTER,100400,2004,-.9125645009338378,5
AL,MOBILE REGISTER,100400,2006,-.904024043923643,18
AL,MOBILE REGISTER,100400,2008,-.8954835869134481,1
AL,MONTGOMERY ADVERTISER JOURNAL,100450,1996,-.3424302473856006,1
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2000,-.1329918771326685,1
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2002,-.028272692006202,12
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2004,.076446493120264,6
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2006,.1811656782467301,20
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2008,.2858848633731961,1
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2010,.3906040484996626,1
AL,MONTGOMERY ADVERTISER JOURNAL,100450,2012,.4953232336261286,1
AL,MONTGOMERY JOURNAL,100451,1952,-.0950660569562345,1
AL,MONTGOMERY JOURNAL,100451,1956,-.0842589116120923,1
AL,MONTGOMERY JOURNAL,100451,1960,-.0734517662679503,1
AL,MONTGOMERY JOURNAL,100451,1964,-.0626446209238081,1
AL,MONTGOMERY JOURNAL,100451,1966,-.057241048251737,2
AL,MONTGOMERY JOURNAL,100451,1968,-.0518374755796659,1
AL,MONTGOMERY JOURNAL,100451,1972,-.0410303302355239,3
AL,MONTGOMERY JOURNAL,100451,1976,-.0302231848913817,2
AL,MONTGOMERY JOURNAL,100451,1982,-.0140124668751685,3
AL,MONTGOMERY JOURNAL,100451,1984,-.0086088942030974,1
AL,MONTGOMERY JOURNAL,100451,1986,-.0032053215310263,3
AL,MONTGOMERY JOURNAL,100451,1988,.0021982511410448,12
AL,MONTGOMERY JOURNAL,100451,1990,.0076018238131157,13
AL,MONTGOMERY ADVERTISER,100452,1952,-.5272057415599528,1
AL,MONTGOMERY ADVERTISER,100452,1956,-.4852025058345584,1
AL,MONTGOMERY ADVERTISER,100452,1960,-.4431992701091641,1
AL,MONTGOMERY ADVERTISER,100452,1964,-.40119603438377,1
AL,MONTGOMERY ADVERTISER,100452,1966,-.3801944165210727,2
AL,MONTGOMERY ADVERTISER,100452,1968,-.3591927986583757,1
AL,MONTGOMERY ADVERTISER,100452,1972,-.3171895629329813,3
AL,MONTGOMERY ADVERTISER,100452,1976,-.275186327207587,2
AL,MONTGOMERY ADVERTISER,100452,1982,-.2121814736194956,3
AL,MONTGOMERY ADVERTISER,100452,1984,-.1911798557567985,2
AL,MONTGOMERY ADVERTISER,100452,1986,-.1701782378941014,5
AL,MONTGOMERY ADVERTISER,100452,1988,-.1491766200314042,12
AL,MONTGOMERY ADVERTISER,100452,1990,-.1281750021687071,6
AL,OPELIKA AUBURN NEWS,100470,2006,.1506792798664358,10
AL,OPELIKA AUBURN NEWS,100470,2008,-.5025086971382583,1
AL,OPELIKA AUBURN NEWS,100470,2010,-1.155696674142949,1
AL,TUSCALOOSA NEWS,100550,2004,.7732844752001984,1
AL,TUSCALOOSA NEWS,100550,2006,.4929307605153519,10
AL,TUSCALOOSA NEWS,100550,2008,.2125770458305055,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1952,2.736278630646217,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1956,2.708192735529482,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1960,2.680106840412747,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1964,2.652020945296012,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1968,2.623935050179277,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1972,2.595849155062541,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1976,2.567763259945806,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1980,2.539677364829071,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1984,2.511591469712335,1
AR,LITTLE ROCK ARKANSAS GAZETTE,101052,1988,2.4835055745956,1
AZ,ARIZONA DAILY SUN,100580,1980,-1.135804426051386,3
AZ,ARIZONA DAILY SUN,100580,1982,-1.018169017419736,6
AZ,ARIZONA DAILY SUN,100580,1984,-.9005336087880863,10
AZ,ARIZONA DAILY SUN,100580,1994,-.3123565656298355,6
AZ,PHOENIX ARIZONA REPUBLIC,100650,1952,-.2763195219341407,6
AZ,PHOENIX ARIZONA REPUBLIC,100650,1956,-.2983135167131031,44
AZ,PHOENIX ARIZONA REPUBLIC,100650,1958,-.3093105141025842,20
AZ,PHOENIX ARIZONA REPUBLIC,100650,1960,-.3203075114920653,17
AZ,PHOENIX ARIZONA REPUBLIC,100650,1962,-.3313045088815464,14
AZ,PHOENIX ARIZONA REPUBLIC,100650,1964,-.3423015062710275,19
AZ,PHOENIX ARIZONA REPUBLIC,100650,1966,-.3532985036605088,11
AZ,PHOENIX ARIZONA REPUBLIC,100650,1968,-.3642955010499899,16
AZ,PHOENIX ARIZONA REPUBLIC,100650,1972,-.3862894958289521,1
AZ,PHOENIX ARIZONA REPUBLIC,100650,1976,-.4082834906079145,43
AZ,PHOENIX ARIZONA REPUBLIC,100650,1978,-.4192804879973956,6
AZ,PHOENIX ARIZONA REPUBLIC,100650,1980,-.4302774853868767,5
AZ,PHOENIX ARIZONA REPUBLIC,100650,1982,-.4412744827763578,10
AZ,PHOENIX ARIZONA REPUBLIC,100650,1984,-.4522714801658389,8
AZ,PHOENIX ARIZONA REPUBLIC,100650,1986,-.46326847755532,8
AZ,PHOENIX ARIZONA REPUBLIC,100650,1988,-.4742654749448013,5
AZ,PHOENIX ARIZONA REPUBLIC,100650,1990,-.4852624723342824,7
AZ,PHOENIX ARIZONA REPUBLIC,100650,1992,-.4962594697237635,1
AZ,PHOENIX ARIZONA REPUBLIC,100650,1996,-.5182534645027259,4
AZ,PHOENIX ARIZONA REPUBLIC,100650,1998,-.5292504618922069,9
AZ,PHOENIX ARIZONA REPUBLIC,100650,2000,-.540247459281688,3
AZ,PHOENIX ARIZONA REPUBLIC,100650,2002,-.5512444566711692,8
AZ,PHOENIX ARIZONA REPUBLIC,100650,2004,-.5622414540606503,1
AZ,PHOENIX ARIZONA REPUBLIC,100650,2006,-.5732384514501313,6
AZ,PHOENIX ARIZONA REPUBLIC,100650,2008,-.5842354488396126,16
AZ,PHOENIX ARIZONA REPUBLIC,100650,2010,-.5952324462290938,14
AZ,PHOENIX ARIZONA REPUBLIC,100650,2012,-.6062294436185749,5
AZ,PHOENIX ARIZONA REPUBLIC,100650,2014,-.6172264410080559,7
AZ,PHOENIX ARIZONA REPUBLIC,100650,2018,-.6392204357870184,2
AZ,PHOENIX ARIZONA GAZETTE,100651,1952,-.3211510396268626,2
AZ,PHOENIX ARIZONA GAZETTE,100651,1956,-.337443240485172,44
AZ,PHOENIX ARIZONA GAZETTE,100651,1960,-.3537354413434811,11
AZ,PHOENIX ARIZONA GAZETTE,100651,1962,-.3618815417726358,26
AZ,PHOENIX ARIZONA GAZETTE,100651,1964,-.3700276422017905,6
AZ,PHOENIX ARIZONA GAZETTE,100651,1970,-.3944659434892545,16
AZ,PHOENIX ARIZONA GAZETTE,100651,1972,-.4026120439184092,12
AZ,PHOENIX ARIZONA GAZETTE,100651,1976,-.4189042447767183,25
AZ,PHOENIX ARIZONA GAZETTE,100651,1978,-.427050345205873,32
AZ,PHOENIX ARIZONA GAZETTE,100651,1980,-.4351964456350276,8
AZ,PHOENIX ARIZONA GAZETTE,100651,1982,-.4433425460641823,10
AZ,PHOENIX ARIZONA GAZETTE,100651,1984,-.451488646493337,30
AZ,PHOENIX ARIZONA GAZETTE,100651,1986,-.4596347469224917,10
AZ,PHOENIX ARIZONA GAZETTE,100651,1988,-.4677808473516463,1
AZ,TUCSON ARIZONA STAR,100750,1952,1.590471909910662,1
AZ,TUCSON ARIZONA STAR,100750,1954,1.55023679612115,1
AZ,TUCSON ARIZONA STAR,100750,1956,1.510001682331639,1
AZ,TUCSON ARIZONA STAR,100750,1960,1.429531454752615,12
AZ,TUCSON ARIZONA STAR,100750,1962,1.389296340963103,22
AZ,TUCSON ARIZONA STAR,100750,1964,1.349061227173591,28
AZ,TUCSON ARIZONA STAR,100750,1966,1.30882611338408,7
AZ,TUCSON ARIZONA STAR,100750,1968,1.268590999594568,17
AZ,TUCSON ARIZONA STAR,100750,1970,1.228355885805056,11
AZ,TUCSON ARIZONA STAR,100750,1972,1.188120772015544,21
AZ,TUCSON ARIZONA STAR,100750,1974,1.147885658226032,7
AZ,TUCSON ARIZONA STAR,100750,1976,1.107650544436521,14
AZ,TUCSON ARIZONA STAR,100750,1978,1.067415430647009,21
AZ,TUCSON ARIZONA STAR,100750,1980,1.027180316857497,14
AZ,TUCSON ARIZONA STAR,100750,1982,.9869452030679848,23
AZ,TUCSON ARIZONA STAR,100750,1984,.9467100892784731,21
AZ,TUCSON ARIZONA STAR,100750,1986,.9064749754889613,8
AZ,TUCSON ARIZONA STAR,100750,1988,.8662398616994494,16
AZ,TUCSON ARIZONA STAR,100750,1990,.8260047479099377,16
AZ,TUCSON ARIZONA STAR,100750,1992,.7857696341204259,1
AZ,TUCSON ARIZONA STAR,100750,1994,.7455345203309141,5
AZ,TUCSON ARIZONA STAR,100750,1996,.7052994065414023,4
AZ,TUCSON ARIZONA STAR,100750,1998,.6650642927518905,8
AZ,TUCSON ARIZONA STAR,100750,2000,.6248291789623788,3
AZ,TUCSON ARIZONA STAR,100750,2002,.5845940651728669,7
AZ,TUCSON ARIZONA STAR,100750,2004,.5443589513833547,1
AZ,TUCSON ARIZONA STAR,100750,2006,.5041238375938429,9
AZ,TUCSON ARIZONA STAR,100750,2008,.4638887238043311,14
AZ,TUCSON ARIZONA STAR,100750,2010,.4236536100148193,10
AZ,TUCSON ARIZONA STAR,100750,2012,.3834184962253075,13
AZ,TUCSON ARIZONA STAR,100750,2014,.3431833824357958,9
AZ,TUCSON ARIZONA CITIZEN,100751,1950,-.7441778006512478,2
AZ,TUCSON ARIZONA CITIZEN,100751,1952,-.7147742199276745,3
AZ,TUCSON ARIZONA CITIZEN,100751,1954,-.685370639204101,1
AZ,TUCSON ARIZONA CITIZEN,100751,1956,-.6559670584805277,4
AZ,TUCSON ARIZONA CITIZEN,100751,1960,-.5971598970333809,26
AZ,TUCSON ARIZONA CITIZEN,100751,1962,-.5677563163098076,27
AZ,TUCSON ARIZONA CITIZEN,100751,1964,-.5383527355862341,30
AZ,TUCSON ARIZONA CITIZEN,100751,1966,-.5089491548626608,12
AZ,TUCSON ARIZONA CITIZEN,100751,1968,-.4795455741390872,18
AZ,TUCSON ARIZONA CITIZEN,100751,1970,-.4501419934155139,11
AZ,TUCSON ARIZONA CITIZEN,100751,1972,-.4207384126919403,19
AZ,TUCSON ARIZONA CITIZEN,100751,1974,-.391334831968367,10
AZ,TUCSON ARIZONA CITIZEN,100751,1976,-.3619312512447935,17
AZ,TUCSON ARIZONA CITIZEN,100751,1978,-.3325276705212202,18
AZ,TUCSON ARIZONA CITIZEN,100751,1980,-.3031240897976469,15
AZ,TUCSON ARIZONA CITIZEN,100751,1982,-.2737205090740734,25
AZ,TUCSON ARIZONA CITIZEN,100751,1984,-.2443169283505001,19
AZ,TUCSON ARIZONA CITIZEN,100751,1986,-.2149133476269265,10
AZ,TUCSON ARIZONA CITIZEN,100751,1988,-.1855097669033532,22
AZ,TUCSON ARIZONA CITIZEN,100751,1990,-.1561061861797799,16
AZ,TUCSON ARIZONA CITIZEN,100751,1992,-.1267026054562064,5
AZ,TUCSON ARIZONA CITIZEN,100751,1994,-.0972990247326328,1
AZ,TUCSON ARIZONA CITIZEN,100751,1996,-.0678954440090595,11
AZ,TUCSON ARIZONA CITIZEN,100751,1998,-.0384918632854862,6
AZ,TUCSON ARIZONA CITIZEN,100751,2000,-.0090882825619129,9
AZ,TUCSON ARIZONA CITIZEN,100751,2002,.0203152981616604,10
AZ,TUCSON ARIZONA CITIZEN,100751,2004,.0497188788852341,4
AZ,TUCSON ARIZONA CITIZEN,100751,2006,.0791224596088075,8
AZ,TUCSON ARIZONA CITIZEN,100751,2008,.1085260403323808,8
CA,AUBURN JOURNAL,62,1956,1.094530710863328,1
CA,AUBURN JOURNAL,62,1958,.9875508770736038,1
CA,AUBURN JOURNAL,62,1960,.8805710432838786,4
CA,AUBURN JOURNAL,62,1962,.7735912094941539,2
CA,AUBURN JOURNAL,62,1964,.6666113757044287,3
CA,AUBURN JOURNAL,62,1974,.131712206755804,1
CA,AUBURN JOURNAL,62,1976,.0247323729660793,2
CA,AUBURN JOURNAL,62,1980,-.1892272946133705,1
CA,AUBURN JOURNAL,62,1984,-.4031869621928203,1
CA,AUBURN JOURNAL,62,1986,-.5101667959825452,2
CA,OCEANSIDE NORTH COUNTY TIMES,748,1990,-1.637687252450045,2
CA,OCEANSIDE NORTH COUNTY TIMES,748,1992,-1.544035964198438,3
CA,OCEANSIDE NORTH COUNTY TIMES,748,1994,-1.450384675946832,3
CA,OCEANSIDE NORTH COUNTY TIMES,748,1996,-1.356733387695226,3
CA,OCEANSIDE NORTH COUNTY TIMES,748,1998,-1.26308209944362,2
CA,OCEANSIDE NORTH COUNTY TIMES,748,2000,-1.169430811192014,3
CA,OCEANSIDE NORTH COUNTY TIMES,748,2002,-1.075779522940407,3
CA,PASADENA INDEPENDENT STAR NEWS,788,1958,-.1477228515056575,15
CA,PASADENA INDEPENDENT STAR NEWS,788,1960,-.1666557577968724,9
CA,PASADENA INDEPENDENT STAR NEWS,788,1962,-.1855886640880873,5
CA,PASADENA INDEPENDENT STAR NEWS,788,1964,-.2045215703793025,10
CA,PASADENA INDEPENDENT STAR NEWS,788,1966,-.2234544766705174,7
CA,PASADENA INDEPENDENT STAR NEWS,788,1968,-.2423873829617325,1
CA,SONOMA INDEX TRIBUNE,965,2004,-.3652569056395062,2
CA,SONOMA INDEX TRIBUNE,965,2006,-.0481107897474641,8
CA,ALAMEDA TIMES STAR,101245,1956,-.2442694250967379,1
CA,ALAMEDA TIMES STAR,101245,1964,-.1076407800539946,1
CA,ALAMEDA TIMES STAR,101245,1968,-.039326457532623,1
CA,ALAMEDA TIMES STAR,101245,1972,.0289878649887486,1
CA,ALAMEDA TIMES STAR,101245,2002,.5413452838990365,9
CA,ALAMEDA TIMES STAR,101245,2006,.6096596064204081,3
CA,BAKERSFIELD CALIFORNIAN,101350,1998,-.4480759503094659,9
CA,BAKERSFIELD CALIFORNIAN,101350,2000,-.438305417448912,2
CA,BAKERSFIELD CALIFORNIAN,101350,2002,-.4285348845883579,8
CA,BAKERSFIELD CALIFORNIAN,101350,2004,-.4187643517278038,1
CA,BAKERSFIELD CALIFORNIAN,101350,2006,-.4089938188672499,8
CA,BAKERSFIELD CALIFORNIAN,101350,2008,-.3992232860066958,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1952,-.6600151293522325,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1956,-.7615031846334094,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1960,-.8629912399145862,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1964,-.9644792951957629,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1972,-1.167455405758117,1
CA,ESCONDIDO TIMES ADVOCATE,101700,1976,-1.268943461039293,3
CA,ESCONDIDO TIMES ADVOCATE,101700,1984,-1.471919571601647,1
CA,OCEANSIDE NORTH COUNTY TIMES ADVOCATE,101700,2000,-1.877871792726354,1
CA,OCEANSIDE NORTH COUNTY TIMES ADVOCATE,101700,2004,-1.979359848007531,1
CA,ESCONDIDO TIMES ADVOCATE,101700,2008,-2.080847903288708,1
CA,ESCONDIDO TIMES ADVOCATE,101700,2012,-2.182335958569884,1
CA,EUREKA TIMES STANDARD,101750,1952,-.2533953360398335,1
CA,EUREKA TIMES STANDARD,101750,1954,-.2488084892937638,1
CA,EUREKA TIMES STANDARD,101750,1956,-.2442216425476944,2
CA,EUREKA TIMES STANDARD,101750,1970,-.2121137153252071,3
CA,EUREKA TIMES STANDARD,101750,1972,-.2075268685791375,3
CA,EUREKA TIMES STANDARD,101750,1974,-.2029400218330678,3
CA,FREMONT ARGUS,101780,1966,-1.418235222245358,6
CA,FREMONT ARGUS,101780,1968,-1.278854286948385,3
CA,FREMONT ARGUS,101780,1970,-1.139473351651412,6
CA,FREMONT ARGUS,101780,1972,-1.000092416354438,1
CA,FREMONT ARGUS,101780,2000,.9512406778031868,1
CA,FREMONT ARGUS,101780,2002,1.09062161310016,8
CA,FREMONT ARGUS,101780,2004,1.230002548397133,1
CA,FREMONT ARGUS,101780,2006,1.369383483694106,2
CA,FREMONT ARGUS,101780,2008,1.50876441899108,1
CA,FRESNO BEE,101800,1952,2.751078446188774,1
CA,FRESNO BEE,101800,1960,2.426134671835275,1
CA,FRESNO BEE,101800,1962,2.3448987282469,1
CA,FRESNO BEE,101800,1964,2.263662784658525,5
CA,FRESNO BEE,101800,1968,2.101190897481776,4
CA,FRESNO BEE,101800,1970,2.019954953893401,8
CA,FRESNO BEE,101800,1980,1.613775235951527,1
CA,FRESNO BEE,101800,1984,1.451303348774777,1
CA,FRESNO BEE,101800,1986,1.370067405186403,10
CA,FRESNO BEE,101800,1988,1.288831461598028,4
CA,FRESNO BEE,101800,1990,1.207595518009653,8
CA,FRESNO BEE,101800,1992,1.126359574421278,1
CA,FRESNO BEE,101800,1994,1.045123630832903,8
CA,FRESNO BEE,101800,1996,.9638876872445284,2
CA,FRESNO BEE,101800,1998,.8826517436561532,11
CA,FRESNO BEE,101800,2000,.8014158000677784,4
CA,FRESNO BEE,101800,2002,.7201798564794036,10
CA,FRESNO BEE,101800,2004,.6389439128910288,3
CA,FRESNO BEE,101800,2006,.557707969302654,10
CA,FRESNO BEE,101800,2010,.3952360821259044,8
CA,FRESNO BEE,101800,2012,.3140001385375296,2
CA,FRESNO BEE,101800,2014,.2327641949491548,9
CA,FRESNO BEE,101800,2016,.15152825136078,2
CA,FRESNO BEE,101800,2018,.0702923077724052,4
CA,HAYWARD DAILY REVIEW,102050,1952,-1.427382623567532,1
CA,HAYWARD DAILY REVIEW,102050,1956,-1.218811200424624,1
CA,HAYWARD DAILY REVIEW,102050,1960,-1.010239777281715,1
CA,HAYWARD DAILY REVIEW,102050,1964,-.801668354138807,1
CA,HAYWARD DAILY REVIEW,102050,1972,-.3845255078529899,1
CA,HAYWARD DAILY REVIEW,102050,1980,.0326173384328272,1
CA,HAYWARD DAILY REVIEW,102050,1996,.8669030310044609,1
CA,HAYWARD DAILY REVIEW,102050,2000,1.07547445414737,1
CA,HAYWARD DAILY REVIEW,102050,2002,1.179760165718824,9
CA,HAYWARD DAILY REVIEW,102050,2004,1.284045877290277,2
CA,HAYWARD DAILY REVIEW,102050,2006,1.388331588861732,1
CA,HAYWARD DAILY REVIEW,102050,2008,1.492617300433186,1
CA,SAN DIEGO UNION TRIBUNE,102700,1990,-2.437060688628225,8
CA,SAN DIEGO UNION TRIBUNE,102700,1992,-2.193043787930558,3
CA,SAN DIEGO UNION TRIBUNE,102700,1994,-1.949026887232893,10
CA,SAN DIEGO UNION TRIBUNE,102700,1996,-1.705009986535227,3
CA,SAN DIEGO UNION TRIBUNE,102700,1998,-1.460993085837561,10
CA,SAN DIEGO UNION TRIBUNE,102700,2000,-1.216976185139896,4
CA,SAN DIEGO UNION TRIBUNE,102700,2002,-.9729592844422296,10
CA,SAN DIEGO UNION TRIBUNE,102700,2004,-.7289423837445634,2
CA,SAN DIEGO UNION TRIBUNE,102700,2006,-.4849254830468982,9
CA,SAN DIEGO UNION TRIBUNE,102700,2008,-.240908582349232,1
CA,SAN DIEGO UNION TRIBUNE,102700,2016,.7351590204414317,1
CA,SAN DIEGO UNION TRIBUNE,102700,2020,1.223192821836763,1
CA,SAN DIEGO UNION,102701,1952,-.4558649267097848,1
CA,SAN DIEGO UNION,102701,1956,-.544497210207992,1
CA,SAN DIEGO UNION,102701,1960,-.633129493706199,1
CA,SAN DIEGO UNION,102701,1962,-.6774456354553028,2
CA,SAN DIEGO UNION,102701,1966,-.7660779189535097,1
CA,SAN DIEGO UNION,102701,1968,-.8103940607026134,1
CA,SAN DIEGO UNION,102701,1970,-.854710202451717,1
CA,SAN DIEGO UNION,102701,1972,-.8990263442008206,1
CA,SAN DIEGO UNION,102701,1976,-.9876586276990278,2
CA,SAN DIEGO UNION,102701,1978,-1.031974769448131,1
CA,SAN DIEGO UNION,102701,1980,-1.076290911197235,1
CA,SAN DIEGO UNION,102701,1984,-1.164923194695442,1
CA,SAN DIEGO UNION,102701,1988,-1.253555478193649,1
CA,TORRANCE DAILY BREEZE,102800,1974,-1.891480227280709,2
CA,TORRANCE DAILY BREEZE,102800,1976,-1.808553972296514,5
CA,TORRANCE DAILY BREEZE,102800,1978,-1.72562771731232,2
CA,TORRANCE DAILY BREEZE,102800,1980,-1.642701462328126,3
CA,TORRANCE DAILY BREEZE,102800,1982,-1.559775207343931,4
CA,TORRANCE DAILY BREEZE,102800,1984,-1.476848952359737,6
CA,TORRANCE DAILY BREEZE,102800,1986,-1.393922697375543,1
CA,TORRANCE DAILY BREEZE,102800,1988,-1.310996442391348,4
CA,TORRANCE DAILY BREEZE,102800,1990,-1.228070187407154,1
CA,TORRANCE DAILY BREEZE,102800,1992,-1.14514393242296,3
CA,TORRANCE DAILY BREEZE,102800,1994,-1.062217677438765,10
CA,TORRANCE DAILY BREEZE,102800,2000,-.8134389124861823,1
CA,TORRANCE DAILY BREEZE,102800,2002,-.7305126575019883,7
CA,TORRANCE DAILY BREEZE,102800,2004,-.647586402517794,2
CA,TORRANCE DAILY BREEZE,102800,2006,-.5646601475335995,4
CA,TORRANCE DAILY BREEZE,102800,2008,-.4817338925494051,1
CA,TORRANCE DAILY BREEZE,102800,2012,-.3158813825810167,1
CA,LODI NEWS SENTINEL,102820,1984,-1.149272209251718,1
CA,LODI NEWS SENTINEL,102820,2002,-.8188310574645676,6
CA,LODI NEWS SENTINEL,102820,2004,-.782115373932662,2
